SongID,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hit,fullpct,subpct,p1,r1,w,off
AutobahnKraftwerk,No Explicit Content,1367093,49,0.333,0.497,D,-15.606,major,0.0366,0.105,0.872,0.129,0.113,81.681,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Awful, Beautiful LifeDarryl Worley",No Explicit Content,232800,44,0.624,0.774,D,-6.873,major,0.0327,0.0258,2.37E-6,0.0988,0.672,112.608,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
B R RightTrina Featuring Ludacris,Explicit Content,261986,41,0.702,0.78,A,-5.379,major,0.168,0.0956,0,0.105,0.375,135.991,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
BOPDaBaby,Explicit Content,159714,92,0.769,0.787,B,-3.909,major,0.367,0.189,0,0.129,0.836,126.77,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
BabeStyx,No Explicit Content,265973,64,0.262,0.223,D,-13.604,major,0.035,0.54,0,0.0948,0.081,171.768,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Baby Baby All The TimeThe Superbs,No Explicit Content,158586,31,0.499,0.368,F,-11.109,minor,0.0295,0.732,0.000958,0.426,0.572,70.329,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Baby BabyAmy Grant,No Explicit Content,236973,62,0.702,0.901,C#/Db,-4.45,major,0.0264,0.426,0.00153,0.0368,0.919,97.862,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Baby BabyEighth Wonder,No Explicit Content,242960,15,0.717,0.886,F,-11.624,major,0.0472,0.478,0.0299,0.0575,0.956,117.912,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Baby BoyBeyonce Featuring Sean Paul,No Explicit Content,244826,67,0.655,0.488,C#/Db,-9.17,major,0.22,0.0825,1.16E-6,0.221,0.791,91.025,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Baby Come BackPlayer,No Explicit Content,214373,57,0.645,0.604,F,-9.904,minor,0.118,0.0713,0,0.129,0.545,156.436,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Baby Don't Forget My NumberMilli Vanilli,No Explicit Content,249640,48,0.851,0.649,F#,-12.877,minor,0.0748,0.00543,0.0029,0.156,0.846,100.302,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Baby Don't Get Hooked On MeMac Davis,No Explicit Content,183933,48,0.495,0.307,A,-18.168,major,0.0403,0.26,0.0000521,0.103,0.802,80.97,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Baby FaceLittle Richard,No Explicit Content,129320,11,0.73,0.473,F#,-5.599,major,0.0309,0.708,0,0.145,0.824,110.381,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Baby Got BackSir Mix-A-Lot,Explicit Content,262826,68,0.933,0.666,G#/Ab,-11.277,major,0.308,0.00458,0,0.0908,0.635,128.466,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Baby It's YouThe Shirelles,No Explicit Content,154840,45,0.672,0.358,G,-13.223,minor,0.0286,0.289,0.00158,0.334,0.608,113.687,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Baby LoveThe Supremes,No Explicit Content,158040,70,0.582,0.636,C,-9.266,major,0.0381,0.782,0,0.534,0.715,135.769,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Baby TalkAlisha,No Explicit Content,338226,33,0.707,0.932,F#,-7.538,minor,0.0511,0.0117,0.0157,0.384,0.835,114.658,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Baby You're A Rich ManThe Beatles,No Explicit Content,181306,60,0.619,0.625,G,-9.635,major,0.036,0.0119,1.05E-6,0.152,0.467,96.751,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Baby, Come To MePatti Austin With James Ingram",No Explicit Content,217600,14,0.625,0.523,Bb,-10.903,major,0.0859,0.738,7.17E-6,0.125,0.666,90.226,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
BabyFabolous Featuring Mike Shorey,Explicit Content,216653,48,0.84,0.68,C#/Db,-6.475,major,0.116,0.0947,0,0.118,0.498,99.734,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Back In BlackAC/DC,No Explicit Content,255493,84,0.31,0.7,A,-5.678,major,0.047,0.011,0.00965,0.0828,0.763,188.386,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Back In My Arms AgainThe Supremes,No Explicit Content,174306,51,0.691,0.525,C,-11.074,major,0.0276,0.0234,0.0000493,0.388,0.537,121.211,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Back Like ThatGhostface Killah Featuring Ne-Yo,Explicit Content,242000,49,0.718,0.663,G#/Ab,-5.154,major,0.19,0.013,0,0.0631,0.488,95.728,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Back StreetEdwin Starr,No Explicit Content,168040,35,0.669,0.372,Eb,-13.457,major,0.044,0.817,0,0.199,0.963,139.342,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Bad And BoujeeMigos Featuring Lil Uzi Vert,Explicit Content,343150,78,0.927,0.665,B,-5.313,major,0.244,0.061,0,0.123,0.175,127.076,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Bad BloodNeil Sedaka,No Explicit Content,189066,44,0.735,0.748,D,-8.396,major,0.0486,0.2,0.00189,0.241,0.839,148.777,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Bad BloodTaylor Swift Featuring Kendrick Lamar,No Explicit Content,211933,63,0.652,0.802,G,-6.114,major,0.181,0.0871,6.45E-6,0.148,0.295,170.157,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
"Bad Boys (Theme From ""Cops"")Inner Circle",No Explicit Content,229374,68,0.781,0.722,G,-8.376,major,0.0668,0.236,0.00042,0.077,0.532,87.862,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Bad DayDaniel Powter,No Explicit Content,233640,77,0.599,0.785,Eb,-4.013,major,0.0309,0.448,0.00336,0.151,0.52,140.046,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Bad GirlsDonna Summer,No Explicit Content,295106,62,0.857,0.7,D,-14.506,minor,0.0358,0.00387,0.0164,0.411,0.973,120.529,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Bad GuyBillie Eilish,No Explicit Content,194087,95,0.701,0.425,G,-10.965,major,0.375,0.328,0.13,0.1,0.562,135.128,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Bad HabitsMaxwell,No Explicit Content,352280,49,0.661,0.67,B,-7.645,minor,0.258,0.0873,2.01E-6,0.0794,0.661,148.02,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Bad MedicineBon Jovi,No Explicit Content,316706,69,0.555,0.973,A,-3.804,major,0.035,0.048,0,0.0853,0.805,118.642,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Bad Vibes ForeverXXXTENTACION Featuring PnB Rock & Trippie Redd,Explicit Content,150475,80,0.799,0.526,G#/Ab,-5.153,major,0.0717,0.334,0.00174,0.0571,0.746,129.875,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Bad, Bad Leroy BrownJim Croce",No Explicit Content,181160,60,0.674,0.795,G,-7.461,major,0.0424,0.517,0,0.0673,0.876,147.959,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
BadMichael Jackson,No Explicit Content,247360,69,0.787,0.889,G#/Ab,-3.786,major,0.0397,0.00462,0.423,0.0665,0.394,114.091,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
BadlandsBruce Springsteen,No Explicit Content,242453,59,0.609,0.778,E,-7.548,major,0.0485,0.0862,0.0000116,0.278,0.853,122.614,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
BailamosEnrique Iglesias,No Explicit Content,214066,54,0.64,0.873,G,-4.514,major,0.0409,0.0606,0.00159,0.151,0.544,99.898,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
BalleroWar,No Explicit Content,203426,31,0.744,0.713,A,-11.678,major,0.0328,0.427,0.698,0.36,0.735,122.62,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Bang A GongWitch Queen,No Explicit Content,591573,11,0.87,0.564,Bb,-13.992,major,0.0794,0.00107,0.209,0.0824,0.926,134.484,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Bar At The End Of The WorldKenny Chesney,No Explicit Content,207306,54,0.529,0.8,D,-3.726,major,0.031,0.00541,0,0.104,0.687,100.035,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Barbie TingzNicki Minaj,Explicit Content,191699,66,0.917,0.689,F#,-6.225,major,0.264,0.0849,0,0.603,0.443,102.414,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Barrel Of A GunDepeche Mode,No Explicit Content,336293,43,0.522,0.949,E,-5.216,major,0.073,0.0221,0.00286,0.0615,0.707,165.872,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Be On YouFlo Rida Featuring Ne-Yo,No Explicit Content,243226,47,0.398,0.709,E,-4.602,minor,0.211,0.334,0,0.142,0.714,78.089,1,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Be With YouEnrique Iglesias,No Explicit Content,220160,54,0.696,0.872,C#/Db,-5.417,minor,0.0328,0.0315,0.000769,0.0411,0.55,122.009,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Beat ItMichael Jackson,No Explicit Content,258040,78,0.779,0.867,Eb,-3.704,minor,0.0457,0.0491,7.98E-6,0.197,0.915,138.858,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Beat Of A HeartScandal Featuring Patty Smyth,No Explicit Content,285600,26,0.61,0.551,D,-13.003,minor,0.0471,0.0323,0.0000343,0.0909,0.754,128.516,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Beat PatrolStarship,No Explicit Content,265666,28,0.633,0.88,G#/Ab,-6.566,major,0.0472,0.0434,0.000201,0.0741,0.976,154.058,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Beautiful GirlsSean Kingston,No Explicit Content,225373,78,0.762,0.661,C#/Db,-6.075,minor,0.0687,0.15,0,0.256,0.769,130.009,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Beautiful In My EyesJoshua Kadison,No Explicit Content,249493,54,0.582,0.381,Eb,-10.045,major,0.0256,0.595,0.000011,0.132,0.283,141.947,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Beautiful PeopleEd Sheeran Featuring Khalid,No Explicit Content,197866,90,0.64,0.648,F,-8.113,minor,0.187,0.124,0,0.0802,0.548,92.977,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Because I Love You (The Postman Song)Stevie B,No Explicit Content,306828,9,0.506,0.321,C#/Db,-11.796,major,0.0289,0.74,1.21E-6,0.125,0.0724,128.391,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
"Because You Loved Me (From ""Up Close & Personal"")Celine Dion",No Explicit Content,273666,76,0.614,0.466,C#/Db,-9.881,major,0.0327,0.314,0,0.099,0.178,119.916,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Before The Next Teardrop FallsFreddy Fender,No Explicit Content,158306,50,0.799,0.345,Bb,-11.52,major,0.0276,0.748,0.0000239,0.169,0.776,90.417,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Behind BarsSlick Rick,No Explicit Content,201960,49,0.542,0.819,G,-6.204,major,0.379,0.105,0,0.221,0.647,190.282,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Behind Closed DoorsCharlie Rich,No Explicit Content,174666,54,0.492,0.329,D,-11.788,major,0.0274,0.961,0.199,0.0955,0.589,85.196,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
BelieveCher,No Explicit Content,239026,77,0.652,0.917,F#,-6.72,major,0.0548,0.0082,0,0.0509,0.459,132.975,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
BenMichael Jackson,No Explicit Content,167386,54,0.439,0.169,F,-10.884,major,0.0301,0.912,0.000456,0.115,0.304,136.32,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Bennie And The JetsElton John,No Explicit Content,322548,71,0.665,0.673,C,-7.95,major,0.0493,0.259,7.62E-6,0.497,0.779,132.642,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Bentmatchbox twenty,No Explicit Content,256133,54,0.518,0.83,F#,-6.814,minor,0.0386,0.0404,3.85E-6,0.375,0.527,95.468,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Best Of My LoveEagles,No Explicit Content,274891,58,0.559,0.393,C,-11.095,major,0.0237,0.717,0,0.0532,0.669,90.105,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Best Of My LoveThe Emotions,No Explicit Content,220560,66,0.784,0.713,C,-6.865,major,0.0339,0.447,0.14,0.0904,0.97,115.443,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Best ShotJimmie Allen,No Explicit Content,195053,73,0.629,0.464,E,-8.72,major,0.0334,0.75,0,0.0853,0.523,156.051,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Bette Davis EyesKim Carnes,No Explicit Content,228000,72,0.675,0.649,F,-10.271,major,0.0319,0.0204,0,0.0959,0.596,116.624,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Big Bad JohnJimmy Dean,No Explicit Content,182560,57,0.516,0.457,G#/Ab,-12.609,major,0.184,0.596,0,0.106,0.455,173.934,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Big Girls Don't CryFergie,No Explicit Content,268120,75,0.712,0.647,G,-4.277,major,0.0336,0.239,0,0.0955,0.292,113.116,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Big Girls Don't CryThe 4 Seasons,No Explicit Content,148013,60,0.764,0.84,D,-5.023,major,0.0672,0.393,8.64E-6,0.0686,0.843,130.276,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
BiggerJustin Bieber,No Explicit Content,197800,48,0.78,0.748,F,-2.863,minor,0.121,0.226,0,0.352,0.884,104.075,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Billie JeanMichael Jackson,No Explicit Content,293826,82,0.92,0.654,B,-3.051,minor,0.0401,0.0236,0.0158,0.0359,0.847,117.046,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Billion Dollar BabiesAlice Cooper,No Explicit Content,223600,43,0.468,0.663,A,-11.714,minor,0.0634,0.00739,0.0352,0.124,0.714,90.714,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Bills, Bills, BillsDestiny's Child",No Explicit Content,256026,66,0.845,0.576,B,-5.15,minor,0.153,0.139,0,0.0764,0.461,127.641,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
BillsLunchMoney Lewis,Explicit Content,204600,63,0.699,0.747,F,-3.453,major,0.0964,0.274,0,0.486,0.683,126.001,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Billy, Don't Be A HeroBo Donaldson And The Heywoods",No Explicit Content,205866,38,0.701,0.69,B,-10.27,major,0.0398,0.0227,0,0.173,0.964,122.189,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
BitchMeredith Brooks,No Explicit Content,252760,68,0.617,0.886,A,-5.953,major,0.055,0.0112,0.0000963,0.0523,0.629,96.328,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Black & WhiteThree Dog Night,No Explicit Content,206080,40,0.691,0.576,B,-12.075,major,0.0299,0.496,0.0000157,0.528,0.945,109.07,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Black And YellowWiz Khalifa,Explicit Content,217666,75,0.684,0.834,D,-4.524,minor,0.0675,0.0646,0,0.271,0.538,164.02,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Black BeatlesRae Sremmurd Featuring Gucci Mane,Explicit Content,291893,78,0.794,0.632,C,-6.163,major,0.0649,0.142,0,0.128,0.355,145.926,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Black CatJanet Jackson,No Explicit Content,290573,44,0.709,0.912,E,-7.157,minor,0.0439,0.131,0.00142,0.213,0.653,114.964,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Black NightDeep Purple,No Explicit Content,207466,40,0.497,0.787,A,-11.039,major,0.0734,0.165,0.522,0.17,0.812,134.598,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Black Or WhiteMichael Jackson,No Explicit Content,254933,67,0.518,0.9,A,-3.748,major,0.0933,0.172,0.0315,0.0713,0.872,115.029,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Black VelvetAlannah Myles,No Explicit Content,287440,72,0.754,0.366,G#/Ab,-10.07,major,0.0312,0.273,0.0000904,0.106,0.469,91.147,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Black WaterThe Doobie Brothers,No Explicit Content,258159,63,0.543,0.307,D,-18.253,major,0.0414,0.334,0,0.044,0.649,168.169,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Blame It On The RainMilli Vanilli,No Explicit Content,248533,48,0.758,0.827,E,-6.151,minor,0.0774,0.00328,0.000165,0.0951,0.506,97.515,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Blank SpaceTaylor Swift,No Explicit Content,231826,70,0.76,0.703,F,-5.412,major,0.054,0.103,0,0.0913,0.57,95.997,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
"Blaze Of Glory (From ""Young Guns II"")Jon Bon Jovi",No Explicit Content,335240,67,0.553,0.611,G,-9.967,major,0.0348,0.0598,0.0000233,0.0958,0.37,78.683,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Bleeding LoveLeona Lewis,No Explicit Content,262466,78,0.638,0.656,F,-5.886,major,0.0357,0.188,0,0.146,0.225,104.036,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Blinded By The LightManfred Mann's Earth Band,No Explicit Content,428133,62,0.456,0.696,F,-10,major,0.0653,0.291,0.000207,0.0853,0.508,142.156,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Blinding LightsThe Weeknd,No Explicit Content,201573,96,0.513,0.796,C#/Db,-4.075,major,0.0629,0.00147,0.000209,0.0938,0.345,171.017,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Blue AngelRoy Orbison,No Explicit Content,177386,40,0.473,0.557,F,-7.124,major,0.0249,0.456,0.0994,0.251,0.672,104.84,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Blue MoonThe Marcels,No Explicit Content,135200,50,0.621,0.43,G,-11.163,major,0.0343,0.69,0,0.075,0.938,127.74,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Blue MoonThe Ventures,No Explicit Content,134866,25,0.646,0.526,Eb,-11.051,minor,0.0456,0.921,0.801,0.103,0.726,149,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Blue Sky MineMidnight Oil,No Explicit Content,255600,58,0.631,0.852,C#/Db,-3.181,major,0.029,0.0601,0.000102,0.144,0.834,132.018,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Blue VelvetBobby Vinton,No Explicit Content,168093,63,0.376,0.246,Bb,-9.803,major,0.0286,0.862,0,0.155,0.282,80.167,1,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Blurred LinesRobin Thicke Featuring T.I. + Pharrell,No Explicit Content,263826,76,0.862,0.608,G,-4.762,major,0.0402,0.00373,6.14E-6,0.0856,0.836,120.002,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Body LanguageJesse McCartney Featuring T-Pain,No Explicit Content,219213,58,0.647,0.764,C,-4.388,major,0.0363,0.0293,0,0.139,0.598,161.416,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Boogie FeverThe Sylvers,No Explicit Content,211413,39,0.917,0.823,G,-8.445,minor,0.0368,0.167,0.000945,0.0258,0.969,132.56,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Boogie Oogie OogieA Taste Of Honey,No Explicit Content,338133,53,0.835,0.522,D,-10.828,minor,0.0916,0.0991,0.00184,0.111,0.91,123.934,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Boom Biddy Bye ByeCypress Hill,Explicit Content,242506,49,0.745,0.771,F#,-6.416,major,0.278,0.207,0.0000669,0.196,0.587,91.146,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
